"";"diputadoId";"nombre";"distrito";"bloqueId";"color";"bloque";"bloqueAbreviado";"periodo";"cluster"
"2";2;"#, Legislador a Designar";"Cdad.Aut.Bs.As.";90;"#ffffff";"No Integra Bloque";"No Integra Bloque";2003;1
"4";4;"#, Legislador a Designar";"Córdoba";90;"#ffffff";"No Integra Bloque";"No Integra Bloque";2003;2
"9";9;"ABALOS, Roberto";"Santiago del Estero";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"11";11;"ABDALA, Josefina";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"13";13;"ACCAVALLO, Julio César";"Rio Negro";67;"#ffffff";"FREPASO";"FREPASO";2003;4
"14";14;"ACEVEDO, Sergio Edgardo";"Santa Cruz";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"20";20;"AGUERO, Elda Susana";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"23";23;"ALARCIA, Martha Carmen";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"24";24;"ALARCON, María del Carmen";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"28";28;"ALCHOURON, Guillermo Eduardo";"Buenos Aires";3;"#ffffff";"Acción por la República";"Acción por la República";2003;3
"30";30;"ALESANDRI, Carlos Tomas";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"31";31;"ALESSANDRO, Dario Pedro";"Cdad.Aut.Bs.As.";67;"#ffffff";"FREPASO";"FREPASO";2003;1
"35";35;"ALLENDE, Alfredo Estanislao";"Buenos Aires";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;4
"36";36;"ALONSO, Gumersindo Federico";"Córdoba";103;"#ffffff";"Partido Nuevo Contra la Corrupción";"Partido Nuevo Contra la Corrupción";2003;2
"42";42;"ALVAREZ, Juan José";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"43";43;"ALVAREZ, Roque Tobías";"Tucumán";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"47";47;"AMSTUTZ, Guillermo";"Mendoza";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"54";54;"ARGÜELLO, Jorge";"Cdad.Aut.Bs.As.";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"56";56;"ARGUL, Marta del Carmen";"Jujuy";81;"#ffffff";"MO.RE.CI";"MO.RE.CI";2003;4
"58";58;"ARNALDI, Monica Susana";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"59";59;"ARNOLD, Eduardo Ariel";"Santa Cruz";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"62";62;"ARTOLA, Isabel Amanda";"Buenos Aires";60;"#ffffff";"Frente Popular Bonaerense";"Frente Popular Bonaerense";2003;2
"66";66;"ATANASOF, Alfredo Néstor";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"70";70;"BAIGORRI, Guillermo Francisco";"San Juan";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"71";71;"BAIGORRIA, Miguel Angel";"Tierra del Fuego";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"72";72;"BALADRON, Manuel Justo";"La Pampa";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"76";76;"BALIAN, Alejandro";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"77";77;"BALTUZZI, Angel Enzo";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"79";79;"BARBAGELATA, María Elena";"Cdad.Aut.Bs.As.";104;"#fa58f4";"Partido Socialista";"PS";2003;3
"86";86;"BASILE, Daniel Armando";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"87";87;"BASTEIRO, Sergio Ariel";"Buenos Aires";104;"#fa58f4";"Partido Socialista";"PS";2003;3
"89";89;"BASUALDO, Roberto";"San Juan";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"90";90;"BAYLAC, Juan Pablo";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"91";91;"BAYONZO, Liliana Amelia";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"93";93;"BECCANI, Alberto Juan";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"94";94;"BECERRA, Omar Enrique";"Tierra del Fuego";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"96";96;"BEJARANO, Mario Fernando";"Formosa";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"104";104;"BERTOLYOTTI, Delma Noemí";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"105";105;"BERTONE, Rosana Andrea";"Tierra del Fuego";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"107";107;"BIANCHI SILVESTRE, Marcela";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"114";114;"BIGLIERI, María Emilia";"Santa Fe";31;"#ffffff";"Demócrata Progresista";"Demócrata Progresista";2003;1
"118";118;"BLANCO, Jesus Abel";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"119";119;"BONACINA, Mario Hector";"Santiago del Estero";83;"#ffffff";"Movimiento Cívico y Social";"Movimiento Cívico y Social";2003;4
"120";120;"BONACORSI, Juan Carlos";"Buenos Aires";142;"#ffffff";"Unidad Federalista";"Unidad Federalista";2003;2
"121";121;"BONASSO, Miguel";"Cdad.Aut.Bs.As.";97;"#ffffff";"Partido de la Revolución Democrática";"Partido de la Revolución Democrática";2003;2
"122";122;"BORDENAVE, Marcela Antonia";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;3
"123";123;"BORSANI, Luis Gustavo";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"124";124;"BORTOLOZZI de BOGADO, Adriana Raquel";"Formosa";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"125";125;"BOSCH de SARTORI, Irene Miriam";"Misiones";65;"#ffffff";"Frente Renovador";"Frente Renovador";2003;2
"126";126;"BOSSA, Mauricio";"Córdoba";139;"#ffffff";"U. Ce. De.";"U. Ce. De.";2003;1
"127";127;"BRAVO, Alfredo Pedro";"Cdad.Aut.Bs.As.";1;"#2ca02c";"A.R.I";"ARI";2003;4
"129";129;"BREARD, Noel Eugenio";"Corrientes";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"131";131;"BRIOZZO, Alberto Nicolas";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"132";132;"BRITOS, Oraldo Norvel";"San Luis";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"135";135;"BROWN, Carlos Ramón";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"137";137;"BUCCO, Jorge Luis";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"143";143;"BUSSI, Ricardo";"Tucumán";69;"#ffffff";"Fuerza Republicana";"Fuerza Republicana";2003;4
"144";144;"CABALLERO MARTIN, Carlos Aurelio";"Santa Fe";31;"#ffffff";"Demócrata Progresista";"Demócrata Progresista";2003;4
"145";145;"CACERES, Gladys Antonia";"La Rioja";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"146";146;"CAFIERO, Mario Alejandro";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;4
"149";149;"CALVO, Pedro Jorge Camilo";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"153";153;"CAMAÑO, Graciela";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"154";154;"CAMBARERI, Fortunato Rafael";"Chubut";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"156";156;"CANEVAROLO, Dante Omar";"Santa Cruz";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"158";158;"CANTEROS, Gustavo Jesús Adolfo";"Corrientes";64;"#ffffff";"Frente Proyecto Corrientes";"Frente Proyecto Corrientes";2003;2
"159";159;"CANTINI, Guillermo Marcelo";"Cdad.Aut.Bs.As.";149;"#ffffff";"Unión por Argentina";"Unión por Argentina";2003;1
"160";160;"CANTOS, José María";"Santiago del Estero";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"161";161;"CAPELLO, Mario Osvaldo";"San Juan";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"162";162;"CAPPELLERI, Pascual";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"163";163;"CARBONETTO, Daniel";"Buenos Aires";79;"#ffffff";"M.M.T.A.";"M.M.T.A.";2003;1
"172";172;"CARRIO, Elisa María";"Chaco";1;"#2ca02c";"A.R.I";"ARI";2003;4
"173";173;"CASANOVAS, Jorge Osvaldo";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"176";176;"CASERIO, Carlos Alberto";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"177";177;"CASSESE, Marina";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"180";180;"CASTELLANI, Carlos Alberto";"Santa Fe";139;"#ffffff";"U. Ce. De.";"U. Ce. De.";2003;4
"181";181;"CASTRO, Alicia Amalia";"Buenos Aires";54;"#ffffff";"Frente para el Cambio";"Frente para el Cambio";2003;4
"184";184;"CAVALLERO, Hector José";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"185";185;"CAVIGLIA, Franco Agustin";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"186";186;"CECCO, Carlos Jaime";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"188";188;"CERDAN, Argentina";"Formosa";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"189";189;"CEREZO, Octavio Néstor";"Catamarca";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"191";191;"CETTOUR, Hugo Ramón";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"192";192;"CHAYA, María Lelia";"Salta";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"194";194;"CHIACCHIO, Nora Alicia";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"197";197;"CHIRONI, Fernando Gustavo";"Rio Negro";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"200";200;"CIGOGNA, Luis Francisco Jorge";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"201";201;"CISTERNA, Victor Hugo";"Chubut";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"202";202;"CITTADINI, Stella";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"207";207;"COMELLI, Alicia Marcela";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2003;2
"209";209;"CONCA, Julio Cesar";"San Juan";11;"#ffffff";"Bloquista de San Juan";"Bloquista de San Juan";2003;1
"210";210;"CONTE GRAND, Gerardo Amadeo";"Cdad.Aut.Bs.As.";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"214";214;"CORDOBA, Stella Maris";"Tucumán";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"215";215;"CORFIELD, Guillermo Eduardo";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"217";217;"CORREA, Elsa Haydee";"Mendoza";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"218";218;"CORREA, Juan Carlos";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"220";220;"CORTINAS, Ismael Ramón";"Corrientes";6;"#ffffff";"Autonomista de Corrientes";"Autonomista de Corrientes";2003;3
"223";223;"COSTA, Roberto Raúl";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"224";224;"COTO, Alberto Agustín";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"225";225;"COUREL, Carlos Alberto";"Tucumán";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"230";230;"CUSINATO, José César Gustavo";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"231";231;"DAHER, Zulema Beatríz";"Salta";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"233";233;"DAMIANI, Hernán Norberto Luis";"Misiones";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"236";236;"DAUD, Jorge Carlos";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"237";237;"DAZA, Héctor Rubén";"Jujuy";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"238";238;"DE BERNARDI, Eduardo";"Chubut";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"239";239;"DE BRASI, Marta Susana";"Cdad.Aut.Bs.As.";5;"#ffffff";"Autodeterminación y Libertad";"Autodeterminación y Libertad";2003;2
"242";242;"DE LA BARRERA, Guillermo";"Catamarca";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"243";243;"DE LA ROSA, Maria Graciela";"Formosa";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"246";246;"DE NUCCIO, Fabián";"Buenos Aires";52;"#ffffff";"Frente Grande";"Frente Grande";2003;3
"251";251;"DELAJONQUIERE, Nelson";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"253";253;"DELLEPIANE, Carlos Francisco";"Buenos Aires";13;"#ffffff";"Buenos Aires";"Buenos Aires";2003;2
"255";255;"DI BENEDETTO, Gustavo Daniel";"Chubut";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"256";256;"DI COLA, Eduardo Román";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"257";257;"DI LANDRO, Oscar Jorge";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"258";258;"DI LEO, Marta Isabel";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"259";259;"DI POLLINA, Eduardo Alfredo";"Santa Fe";104;"#fa58f4";"Partido Socialista";"PS";2003;2
"261";261;"DIAZ BANCALARI, José María";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"262";262;"DIAZ COLODRERO, Agustín";"Corrientes";57;"#ffffff";"Frente Partido Nuevo";"Frente Partido Nuevo";2003;4
"264";264;"DIAZ, Susana Eladia";"Tucumán";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"266";266;"DOGA, María Nélida";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"271";271;"DRAGAN, Marcelo Luis";"Tierra del Fuego";149;"#ffffff";"Unión por Argentina";"Unión por Argentina";2003;3
"275";275;"ELIZONDO, Dante";"San Juan";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"278";278;"ESAIN, Daniel Martín";"Mendoza";41;"#ffffff";"F.I.S.CA.L";"F.I.S.CA.L";2003;1
"279";279;"ESCOBAR, Jorge Alberto";"San Juan";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"281";281;"ESTEBAN, Silvia Graciela";"Santa Cruz";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"283";283;"FADEL, Patricia Susana";"Mendoza";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"285";285;"FALBO, María del Carmen";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"286";286;"FALU, José Ricardo";"Tucumán";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"289";289;"FAYAD, Victor Manuel Federico";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"294";294;"FELLNER, Liliana";"Jujuy";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"296";296;"FERNANDEZ LIMIA, Adan Noé";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"298";298;"FERNANDEZ VALONI, José Luis";"Cdad.Aut.Bs.As.";3;"#ffffff";"Acción por la República";"Acción por la República";2003;4
"299";299;"FERNANDEZ, Alfredo Cesar";"Mendoza";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"300";300;"FERNANDEZ, Horacio Anibal";"La Pampa";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"304";304;"FERRARI de GRAND, Teresa Hortensia";"Entre Ríos";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"306";306;"FERRERO, Fernanda";"Cdad.Aut.Bs.As.";125;"#ffffff";"Recrear para el Crecimiento";"Recrear para el Crecimiento";2003;3
"308";308;"FERRI, Gustavo Enrique";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"309";309;"FERRIGNO OBARRIO, Santiago";"La Pampa";4;"#ffffff";"Alianza Frente Alternatva Pampeana";"Alianza Frente Alternatva Pampeana";2003;2
"310";310;"FERRIN, María Teresa";"Jujuy";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"313";313;"FIGUEROA, José Oscar";"Santiago del Estero";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"314";314;"FILOMENO, Alejandro Oscar";"Buenos Aires";67;"#ffffff";"FREPASO";"FREPASO";2003;1
"315";315;"FIOL, Paulina Esther";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"318";318;"FOGLIA, Teresa Beatriz";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"319";319;"FONTDEVILA, Pablo Antonio";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"321";321;"FORESI, Irma Amelia";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"325";325;"FRANCO, Hugo Alberto";"Buenos Aires";60;"#ffffff";"Frente Popular Bonaerense";"Frente Popular Bonaerense";2003;2
"326";326;"FRIGERI, Rodolfo Anibal";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"329";329;"GALLO, Daniel Oscar";"Tierra del Fuego";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"336";336;"GARCIA MERIDA, Miguel Angel";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"338";338;"GARCIA, Eduardo Daniel";"Córdoba";104;"#fa58f4";"Partido Socialista";"PS";2003;4
"341";341;"GARCIA, Susana Rosa";"Santa Fe";1;"#2ca02c";"A.R.I";"ARI";2003;2
"343";343;"GARIN de TULA, Lucia";"Catamarca";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"346";346;"GARRE, Nilda Celia";"Cdad.Aut.Bs.As.";67;"#ffffff";"FREPASO";"FREPASO";2003;3
"347";347;"GARRIDO ARCEO, Jorge Antonio";"Buenos Aires";60;"#ffffff";"Frente Popular Bonaerense";"Frente Popular Bonaerense";2003;2
"349";349;"GASTAÑAGA, Graciela Ines";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"351";351;"GEIJO, Angel Oscar";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"362";362;"GIOJA, Juan Carlos";"San Juan";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"363";363;"GIORGETTI, Jorge Raúl";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"364";364;"GIUBERGIA, Miguel Angel";"Jujuy";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"365";365;"GIUDICI, Silvana Myriam";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"366";366;"GIUSTINIANI, Rubén Hector";"Santa Fe";104;"#fa58f4";"Partido Socialista";"PS";2003;4
"367";367;"GODOY, Juan Carlos";"Entre Ríos";94;"#ffffff";"Nuevo Espacio Entrerriano";"Nuevo Espacio Entrerriano";2003;2
"368";368;"GODOY, Ruperto Eduardo";"San Juan";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"369";369;"GOMEZ, Ricardo Carmelo";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"370";370;"GONZALEZ de DUHALDE, Hilda";"Buenos Aires";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"372";372;"GONZALEZ, Jorge Pedro";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"374";374;"GONZALEZ, María América";"Cdad.Aut.Bs.As.";52;"#ffffff";"Frente Grande";"Frente Grande";2003;1
"376";376;"GONZALEZ, Oscar Felix";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"377";377;"GONZALEZ, Oscar Roberto";"Buenos Aires";104;"#fa58f4";"Partido Socialista";"PS";2003;3
"378";378;"GONZALEZ, Rafael Alfredo";"Chaco";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"380";380;"GOY, Beatriz Norma";"Chaco";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"383";383;"GROSSO, Edgardo Roger Miguel";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"388";388;"GUTIERREZ, Alicia Veronica";"Santa Fe";1;"#2ca02c";"A.R.I";"ARI";2003;3
"389";389;"GUTIERREZ, Francisco Virgilio";"Buenos Aires";115;"#ffffff";"Polo Social";"Polo Social";2003;1
"391";391;"GUTIERREZ, Gustavo Eduardo";"Mendoza";30;"#ffffff";"Demócrata de Mendoza";"Demócrata de Mendoza";2003;4
"392";392;"GUTIERREZ, Julio César";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"399";399;"HERNANDEZ, Cinthyia Gabriela";"Rio Negro";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"400";400;"HERNANDEZ, Simón Fermín";"Catamarca";45;"#ffffff";"Frente Cívico Social";"Frente Cívico Social";2003;3
"401";401;"HERRERA, Alberto";"Tucumán";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"402";402;"HERRERA, Griselda Noemí";"La Rioja";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"404";404;"HERZOVICH, María Elena";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"405";405;"HONCHERUK, Atlanto";"Chaco";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"407";407;"HUMADA, Julio Cesar";"Misiones";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"413";413;"IGLESIAS, Roberto Raul";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"415";415;"INGRAM, Roddy Ernesto";"Chubut";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"416";416;"INSFRAN, Miguel Angel";"Formosa";147;"#d62728";"Unión Cívica Radical";"UCR";2003;4
"417";417;"IPARRAGUIRRE, Carlos Raúl";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"418";418;"IRRAZABAL, Juan Manuel";"Misiones";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"419";419;"ISLA de SARACENI, Celia Anita";"Misiones";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"422";422;"JALIL, Luis Julián";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2003;4
"423";423;"JANO, Ricardo Javier";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"424";424;"JAROSLAVSKY, Gracia Maria";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"425";425;"JARQUE, Margarita Ofelia";"Buenos Aires";52;"#ffffff";"Frente Grande";"Frente Grande";2003;3
"426";426;"JEREZ, Esteban Eduardo";"Tucumán";46;"#ffffff";"Frente Cívico Tucumán";"Frente Cívico Tucumán";2003;2
"427";427;"JEREZ, Eusebia Antonia";"Tucumán";69;"#ffffff";"Fuerza Republicana";"Fuerza Republicana";2003;2
"428";428;"JOBE, Miguel Antonio";"Buenos Aires";142;"#ffffff";"Unidad Federalista";"Unidad Federalista";2003;4
"429";429;"JOHNSON, Guillermo";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"439";439;"KUNEY, Mónica Adriana";"Santa Cruz";74;"#1f77b4";"Justicialista";"Justicialista";2003;4
"441";441;"LAFALLA, Arturo Pedro";"Mendoza";74;"#1f77b4";"Justicialista";"Justicialista";2003;3
"442";442;"LAMBERTO, Oscar Santiago";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"443";443;"LAMISOVSKY, Arnaldo";"Córdoba";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"446";446;"LARREGUY, Carlos Alberto";"Rio Negro";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"452";452;"LEMME, María Alicia";"San Luis";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;2
"455";455;"LEONELLI, María Silvina";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"456";456;"LERNOUD, María Teresa";"Chubut";147;"#d62728";"Unión Cívica Radical";"UCR";2003;1
"458";458;"LEYBA de MARTI, Beatriz";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2003;2
"459";459;"L'HUILLIER, José Guillermo";"San Luis";51;"#ffffff";"Frente del Movimiento Popular";"Frente del Movimiento Popular";2003;4
"461";461;"LIX KLETT, Roberto Ignacio";"Tucumán";69;"#ffffff";"Fuerza Republicana";"Fuerza Republicana";2003;4
"462";462;"LLAMBI, Susana Beatriz";"Neuquén";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"463";463;"LLANO, Gabriel Joaquín";"Mendoza";30;"#ffffff";"Demócrata de Mendoza";"Demócrata de Mendoza";2003;4
"467";467;"LOFRANO, Elsa Gladi";"Chubut";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"472";472;"LOPEZ, Juan Carlos";"Misiones";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"475";475;"LORENZO, Antonio Arnaldo";"San Luis";147;"#d62728";"Unión Cívica Radical";"UCR";2003;3
"478";478;"LOUTAIF, Julio César";"Salta";127;"#ffffff";"Renovador de Salta";"Renovador de Salta";2003;4
"479";479;"LOVAGLIO SARAVIA, Antonio";"Salta";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"480";480;"LOZANO, Claudio Raúl";"Cdad.Aut.Bs.As.";35;"#ffffff";"Emancipación y Justicia";"Emancipación y Justicia";2003;2
"481";481;"LOZANO, Encarnación";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2003;3
"482";482;"LUBERTINO, María José";"Cdad.Aut.Bs.As.";104;"#fa58f4";"Partido Socialista";"PS";2003;3
"483";483;"LUGO de GONZALES CABAÑAS, Cecilia";"Corrientes";74;"#1f77b4";"Justicialista";"Justicialista";2003;1
"486";486;"LYNCH, Juan Carlos";"Cdad.Aut.Bs.As.";29;"#ffffff";"Demócrata de Capital Federal";"Demócrata de Capital Federal";2003;4
"487";487;"MACALUSE, Eduardo Gabriel";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;3
"488";488;"MACCHI, Carlos Guillermo";"Corrientes";102;"#ffffff";"Partido Nuevo";"Partido Nuevo";2003;2
"490";490;"MAFFEI, Marta Olinda";"Buenos Aires";1;"#2ca02c";"A.R.I";"ARI";2003;2
"492";492;"MALDONADO, Aída Francisca";"Catamarca";45;"#ffffff";"Frente Cívico Social";"Frente Cívico Social";2003;1
"494";494;"MANSUR, Nélida Mabel";"Buenos Aires";142;"#ffffff";"Unidad Federalista";"Unidad Federalista";2003;2
"497";497;"MARCONATO, Gustavo Angel";"Santa Fe";74;"#1f77b4";"Justicialista";"Justicialista";2003;2
"500";500;"MARINO, Juliana Isabel";"Cdad.Aut.Bs.As.";68;"#ffffff";"Fuerza Porteña";"Fuerza Porteña";2003;2
